,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,Numer rejestracyjny pojazdu,Emisja CO2,Faktura VAT,Leasing,Tuning,Okres gwarancji producenta
279,19800,Firmy,Osobowe,Audi,A6,null,2004,275 000 km,1 896 cm3,Diesel,130 KM,Manualna,null,null,Sedan,4,5,Zielony,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
280,219900,Firmy,Osobowe,Audi,A6,null,2018,76 016 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Szary,null,null,30/04/2019,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
281,219900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Sport S tronic,2021,5 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Biały,null,Polska,null,null,null,Tak,null,Nowe,null,118 g/km,Tak,Tak,null,null
282,23000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,265 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Sedan,4,5,Srebrny,Metalik,null,11/10/2004,Tak,null,null,Tak,Używane,null,null,null,null,null,null
283,279900,Firmy,Osobowe,Audi,A6,Avant 40 TDI quattro S tronic,2020,29 984 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Czarny,Metalik,null,23/06/2020,null,Tak,Tak,Tak,Używane,null,155 g/km,Tak,Tak,null,23/06/2022
284,199900,Firmy,Osobowe,Audi,A6,Avant 40 TDI quattro S tronic,2019,29 800 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,125 g/km,Tak,Tak,null,null
285,279900,Firmy,Osobowe,Audi,A6,Avant 50 TDI quattro tiptronic,2018,113 800 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),"7,60 l/100km",Kombi,5,5,Szary,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,155 g/km,Tak,Tak,null,null
286,279900,Firmy,Osobowe,Audi,A6,50 TDI mHEV Quattro Sport Tiptronic,2019,67 800 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Czarny,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,155 g/km,Tak,Tak,null,null
287,279900,Firmy,Osobowe,Audi,A6,Avant 50 TDI quattro tiptronic,2018,52 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),"7,60 l/100km",Kombi,5,5,Czarny,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,157 g/km,Tak,Tak,null,null
288,224900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2020,20 920 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,5,5,Szary,Metalik,Niemcy,01/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,21/12/2025
289,134070,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2016,140 756 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (dołączany automatycznie),6 l/100km,Sedan,5,5,Czarny,Metalik,null,null,null,null,null,null,Używane,RNI CV55,null,Tak,null,null,null
290,189900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Sport S tronic,2018,66 677 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Niebieski,Metalik,null,27/08/2019,Tak,Tak,Tak,Tak,Używane,WPR 6898N,null,Tak,null,null,26/08/2022
291,20900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2007,289 900 km,2 698 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,10 l/100km,Kombi,5,5,Inny kolor,Metalik,null,18/12/2007,Tak,null,null,null,Używane,KMY 09953,null,null,null,null,null
292,229900,Firmy,Osobowe,Audi,A6,null,2020,27 689 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,null,null,16/06/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
293,23000,Osoby prywatnej,Osobowe,Audi,A6,2.8 FSI Multitronic,2007,239 000 km,2 773 cm3,Benzyna,210 KM,Automatyczna,Na przednie koła,12 l/100km,Kombi,5,5,Czarny,null,Niemcy,10/11/2016,Tak,null,Tak,null,Używane,null,null,null,null,null,null
294,115900,Firmy,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2017,170 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,5,5,Fioletowy,Perłowy,Polska,null,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
295,6900,Osoby prywatnej,Osobowe,Audi,A6,null,1997,360 400 km,1 781 cm3,Benzyna+LPG,149 KM,Manualna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Włochy,05/09/1997,Tak,null,null,null,Używane,EL4CW85,null,null,null,null,null
296,35000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2009,198 000 km,1 968 cm3,Diesel,136 KM,Automatyczna,null,"7,50 l/100km",Kombi,5,5,Czarny,Metalik,Szwecja,01/03/2020,Tak,null,Tak,null,Używane,null,null,null,null,null,null
297,199900,Firmy,Osobowe,Audi,A6,null,2021,28 161 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,null,null,14/07/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
298,22900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2005,343 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Srebrny,Metalik,Niemcy,18/04/2005,Tak,null,null,null,Używane,SWD95M6,null,null,null,null,null
299,323398,Firmy,Osobowe,Audi,A6,null,2022,null,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Biały,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
300,245660,Firmy,Osobowe,Audi,A6,null,2022,null,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
301,175000,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,2016,93 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (dołączany automatycznie),"7,70 l/100km",Kombi,5,5,Czarny,Metalik,null,null,Tak,null,null,Tak,Używane,null,null,null,null,null,null
302,337977,Firmy,Osobowe,Audi,A6,Avant 40 TDI quattro S tronic,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),"5,60 l/100km",Kombi,5,5,Biały,Metalik,Polska,null,null,Tak,Tak,null,Nowe,null,null,Tak,Tak,null,null
303,69999,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2013,117 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,"6,10 l/100km",Kombi,5,5,Szary,Metalik,null,null,Tak,null,null,null,Używane,RKR1111,132 g/km,null,null,null,null
304,312000,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2021,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Szary,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
305,105900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI S tronic,2016,194 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,null,"4,80 l/100km",Kombi,5,5,Inny kolor,Metalik,null,01/12/2015,Tak,Tak,Tak,Tak,Używane,EPD31G6,null,null,null,null,null
306,277986,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,500 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Sedan,4,5,Czarny,null,null,null,null,null,Tak,null,Nowe,null,null,null,null,null,null
307,59900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI multitronic,2012,199 100 km,1 984 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,"8,10 l/100km",Sedan,4,5,Biały,null,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
308,199900,Firmy,Osobowe,Audi,A6,40 TDI quattro S tronic,2019,59 900 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),"5,60 l/100km",Kombi,4,5,Biały,null,Szwecja,20/08/2019,Tak,Tak,null,Tak,Używane,ZK9500G,null,Tak,null,null,null
309,339453,Firmy,Osobowe,Audi,A6,null,2022,290 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Szary,null,Polska,17/03/2022,null,null,null,null,Używane,SR3028R,null,Tak,Tak,null,null
310,351300,Firmy,Osobowe,Audi,A6,Avant 40 TDI quattro S tronic,2021,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Szary,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
311,321900,Firmy,Osobowe,Audi,A6,55 TFSI e quattro S tronic,2021,100 km,1 984 cm3,Hybryda,266 KM,Automatyczna,4x4 (stały),null,Sedan,4,4,Czarny,Metalik,null,null,null,null,Tak,null,Nowe,null,33 g/km,null,null,null,null
312,376555,Firmy,Osobowe,Audi,A6,null,2022,null,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
313,348138,Firmy,Osobowe,Audi,A6,null,2022,null,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Szary,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
314,348138,Firmy,Osobowe,Audi,A6,null,2022,null,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Szary,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
315,20600,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2006,229 630 km,1 984 cm3,Benzyna,170 KM,Manualna,null,11 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
316,10800,Osoby prywatnej,Osobowe,Audi,A6,null,2003,325 000 km,1 896 cm3,Diesel,130 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,Belgia,18/08/2003,Tak,null,Tak,null,Używane,Tk7288U,4 g/km,null,null,null,null
317,359644,Firmy,Osobowe,Audi,A6,null,2022,5 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czarny,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
318,356166,Firmy,Osobowe,Audi,A6,null,2022,5 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czarny,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
319,346371,Firmy,Osobowe,Audi,A6,null,2022,null,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Szary,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
320,75000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2013,236 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Sedan,5,5,Niebieski,Metalik,Niemcy,14/11/2013,Tak,null,Tak,Tak,Używane,RT45494,null,null,null,null,null
321,17900,Osoby prywatnej,Osobowe,Audi,A6,null,2003,174 000 km,1 800 cm3,Benzyna,150 KM,Manualna,Na przednie koła,5 l/100km,Kombi,5,5,Szary,Metalik,null,null,null,null,Tak,Tak,Używane,null,null,Tak,null,null,null
322,72900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2014,112 000 km,1 968 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,"6,10 l/100km",Sedan,5,5,Szary,Metalik,null,null,null,null,null,null,Używane,null,135 g/km,null,null,null,null
323,65000,Firmy,Osobowe,Audi,A6,null,2014,302 555 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Niebieski,Metalik,Włochy,28/07/2014,Tak,null,Tak,null,Używane,null,null,Tak,Tak,null,null
324,76000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TFSI Quattro S tronic,2012,175 000 km,2 995 cm3,Benzyna,299 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,4,5,Biały,null,Polska,null,Tak,null,Tak,null,Używane,TK5107L,null,null,null,null,null
325,138900,Firmy,Osobowe,Audi,A6,null,2018,92 021 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,null,Sedan,4,5,Czarny,Metalik,null,28/09/2018,null,null,null,Tak,Używane,null,null,Tak,Tak,null,null
326,212900,Firmy,Osobowe,Audi,A6,null,2018,133 600 km,3 000 cm3,Diesel,231 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Niebieski,Metalik,null,01/10/2018,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
327,214900,Firmy,Osobowe,Audi,A6,null,2018,123 600 km,3 000 cm3,Diesel,231 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,null,null,01/12/2018,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
328,18000,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,2005,320 000 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,9 l/100km,Sedan,5,5,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
329,109700,Firmy,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2018,181 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,5,5,Biały,Metalik,Niemcy,07/06/2018,null,Tak,Tak,Tak,Używane,AUTOPRADŁA,118 g/km,null,Tak,null,null
330,159900,Firmy,Osobowe,Audi,A6,3.0 TDI quattro tiptronic,2017,140 208 km,2 967 cm3,Diesel,320 KM,Automatyczna,4x4 (stały),"7,30 l/100km",Sedan,4,5,Czarny,Metalik,Polska,03/08/2017,Tak,Tak,null,Tak,Używane,WZ5187U,null,Tak,null,null,null
331,30000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TFSI Quattro Tiptronic,2010,341 000 km,2 995 cm3,Benzyna,290 KM,Automatyczna,4x4 (stały),13 l/100km,Sedan,5,5,Czarny,null,Polska,04/03/2010,Tak,null,Tak,null,Używane,null,null,null,null,null,null
332,18500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2006,270 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,8 l/100km,Sedan,5,5,Niebieski,Perłowy,Polska,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
333,269000,Firmy,Osobowe,Audi,A6,null,2021,27 357 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czarny,Metalik,Polska,03/06/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
334,232900,Firmy,Osobowe,Audi,A6,null,2021,33 350 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,null,Czarny,Metalik,Polska,28/05/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
335,98800,Firmy,Osobowe,Audi,A6,2.0 TDI quattro S tronic,2015,99 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),6 l/100km,Sedan,4,5,Czarny,Metalik,Polska,null,Tak,null,null,null,Używane,null,null,null,null,null,null
336,225000,Osoby prywatnej,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2019,48 243 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Sedan,5,5,Czarny,null,Polska,28/06/2019,Tak,Tak,Tak,Tak,Używane,WL5200S,null,null,null,null,28/06/2022
337,139900,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2018,158 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Szary,Perłowy,Niemcy,null,Tak,Tak,Tak,Tak,Używane,null,118 g/km,Tak,Tak,null,null
338,16900,Osoby prywatnej,Osobowe,Audi,A6,2.4,2005,211 450 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Kombi,5,5,Niebieski,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
339,219900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro S tronic,2019,67 850 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Sedan,4,null,Niebieski,null,Polska,04/04/2019,Tak,Tak,null,Tak,Używane,null,null,Tak,Tak,null,null
340,219900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro S tronic,2020,16 441 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Sedan,4,null,Czarny,null,Polska,18/11/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
341,229900,Firmy,Osobowe,Audi,A6,null,2018,95 229 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,Metalik,null,16/11/2018,Tak,null,Tak,Tak,Używane,null,null,Tak,null,null,null
342,17900,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2007,240 345 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,11 l/100km,Kombi,5,5,Czarny,Perłowy,Niemcy,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
343,259900,Firmy,Osobowe,Audi,A6,null,2020,24 856 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,Metalik,null,29/06/2020,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
344,86700,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,2016,146 000 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,"5,40 l/100km",Kombi,5,5,Biały,null,Szwecja,null,null,Tak,Tak,Tak,Używane,null,149 g/km,null,null,null,null
345,63900,Firmy,Osobowe,Audi,A6,3.0 TFSI quattro S tronic,2016,94 148 km,2 995 cm3,Benzyna,333 KM,Automatyczna,4x4 (stały),"9,80 l/100km",Sedan,4,5,Szary,Metalik,Stany Zjednoczone,null,null,null,null,null,Używane,null,null,null,null,null,null
346,18700,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2006,298 440 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Srebrny,Metalik,Niemcy,20/11/2006,null,null,null,null,Używane,null,null,null,null,null,null
347,43900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2009,256 554 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),7 l/100km,Kombi,5,5,Niebieski,Metalik,null,02/11/2009,null,null,Tak,Tak,Używane,zh1234,null,null,null,null,null
348,109900,Firmy,Osobowe,Audi,A6,2.0 TDI Ultra S tronic,2016,148 545 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Sedan,4,5,Czarny,Perłowy,Polska,30/08/2016,Tak,Tak,null,Tak,Używane,WR7935X,null,Tak,Tak,null,null
349,5900,Osoby prywatnej,Osobowe,Audi,A6,null,2002,156 021 km,1 800 cm3,Benzyna,150 KM,Manualna,null,null,Kombi,5,5,Szary,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
350,229900,Firmy,Osobowe,Audi,A6,null,2021,26 823 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Niebieski,Metalik,Polska,09/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
351,189900,Firmy,Osobowe,Audi,A6,null,2020,26 097 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Złoty,Metalik,Polska,09/02/2021,Tak,Tak,null,Tak,Używane,null,null,Tak,Tak,null,null
352,234900,Firmy,Osobowe,Audi,A6,45 TFSI Quattro Sport S tronic,2020,26 329 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,4,5,Czarny,Metalik,Polska,25/05/2020,Tak,Tak,Tak,Tak,Używane,WE979YW,null,Tak,Tak,null,null
353,18900,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Quattro,2007,246 500 km,3 123 cm3,Benzyna,255 KM,Manualna,4x4 (stały),15 l/100km,Sedan,4,5,Szary,null,null,null,null,null,Tak,null,Używane,null,null,null,null,null,null
354,11900,Osoby prywatnej,Osobowe,Audi,A6,null,1998,190 000 km,2 400 cm3,Benzyna,170 KM,Manualna,Na przednie koła,null,Sedan,5,null,Zielony,Metalik,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
355,184900,Firmy,Osobowe,Audi,A6,null,2020,27 210 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,null,Sedan,5,5,Czarny,Metalik,Polska,22/02/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
356,39500,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,2009,321 500 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),"9,30 l/100km",Kombi,5,5,Czarny,Metalik,Holandia,null,Tak,null,Tak,Tak,Używane,TKN 42646,null,null,null,null,null
357,39990,Firmy,Osobowe,Audi,A6,null,2010,246 261 km,2 698 cm3,Diesel,190 KM,Manualna,null,null,Kombi,5,5,Czarny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
358,138000,Osoby prywatnej,Osobowe,Audi,A6,null,2016,27 500 km,2 995 cm3,Benzyna,333 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Szary,Metalik,Stany Zjednoczone,20/03/2016,Tak,null,null,Tak,Używane,KN1234R,null,null,null,null,null
359,75900,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro S tronic,2013,267 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),"7,20 l/100km",Kombi,5,5,Czarny,Metalik,null,null,null,Tak,Tak,Tak,Używane,null,166 g/km,null,null,null,null
360,351300,Firmy,Osobowe,Audi,A6,Avant 40 TDI quattro S tronic,2021,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Niebieski,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
361,84000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI S tronic,2015,210 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Na przednie koła,"7,40 l/100km",Sedan,4,5,Beżowy,Metalik,Polska,15/07/2015,Tak,Tak,Tak,Tak,Używane,CB321EM,null,Tak,null,null,null
362,29900,Firmy,Osobowe,Audi,A6,3.0 TFSI quattro S tronic,2013,143 776 km,2 995 cm3,Benzyna,310 KM,Automatyczna,4x4 (stały),"10,80 l/100km",Sedan,4,5,Czarny,Metalik,Stany Zjednoczone,null,null,null,null,null,Używane,null,null,null,null,null,null
363,27800,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2005,345 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Sedan,5,5,Czarny,Metalik,null,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
364,80000,Osoby prywatnej,Osobowe,Audi,A6,3.0-tdi-245-hk-avant-quattro-s-tronic,2012,184 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),null,Kombi,4,5,Czarny,null,Polska,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
365,269900,Firmy,Osobowe,Audi,A6,null,2020,4 155 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Srebrny,Metalik,null,14/07/2020,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
366,194900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2019,6 800 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Czarny,Metalik,Polska,09/01/2020,Tak,Tak,null,Tak,Używane,WW4615W,123 g/km,Tak,Tak,null,null
367,359900,Firmy,Osobowe,Audi,A6,null,2021,11 954 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Perłowy,null,08/07/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
368,299900,Firmy,Osobowe,Audi,A6,null,2020,30 400 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,Metalik,null,07/10/2020,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
369,28900,Firmy,Osobowe,Audi,A6,null,2008,330 000 km,2 700 cm3,Diesel,184 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Czarny,Metalik,null,null,null,Tak,null,null,Używane,null,null,null,null,null,null
370,25300,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,350 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Sedan,4,5,Inny kolor,null,Niemcy,15/11/2004,Tak,null,null,null,Używane,null,null,null,null,null,null
371,29500,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2009,370 000 km,1 968 cm3,Diesel,170 KM,Manualna,null,"7,50 l/100km",Kombi,5,5,Czarny,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
372,47900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro,2009,198 200 km,2 967 cm3,Diesel,240 KM,Manualna,4x4 (stały),"8,90 l/100km",Kombi,5,5,Czarny,Metalik,Szwajcaria,null,Tak,null,null,null,Używane,WG2305J,null,null,null,null,null
373,66900,Firmy,Osobowe,Audi,A6,2.8 FSI Multitronic,2011,175 426 km,2 773 cm3,Benzyna,204 KM,Automatyczna,Na przednie koła,"9,60 l/100km",Sedan,4,5,Czarny,null,null,09/08/2011,Tak,null,null,Tak,Używane,null,null,null,null,null,null
374,73000,Firmy,Osobowe,Audi,A6,3.0 TFSI quattro S tronic,2011,286 000 km,2 995 cm3,Benzyna,300 KM,Automatyczna,4x4 (stały),"10,80 l/100km",Sedan,4,5,Czarny,Perłowy,Niemcy,null,null,null,Tak,Tak,Używane,null,190 g/km,null,null,null,null
